sexo,altura,peso
M,178.44,86.6
M,180.38,89.94
M,176.2,85.08
M,162.88,71.52
M,179.16,92.72
M,161.03,63.98
M,181.38,94.03
M,177.49,98.88
M,169.86,76.95
M,180.98,86.67
M,186.88,90.48
M,173.15,91.37
M,186.88,97.56
M,177.53,77.98
M,164.79,73.31
M,182.96,95.06
M,171.21,74.15
M,171.78,80.48
M,176.66,90.63
M,168.41,81.54
M,174.49,80.75
M,179.21,82.41
M,168.5,73.94
M,173.65,80.06
M,183.82,101.88
M,170.67,87.9
M,171.53,74.39
M,174.29,86.05
M,174.14,84.4
M,178.56,89.17
M,175.02,88.64
M,176.23,90.2
M,184.43,91.01
M,171.62,80.91
M,175.86,91.72
M,177.96,83.69
M,176.03,87.78
M,189.71,104.39
M,171.59,78.41
M,170.3,77.72
M,184.77,92.02
M,173.62,92.7
M,170.41,76.35
M,188.49,89.57
M,154.48,62.49
M,176.87,90.87
M,172.04,88.08
M,177.27,88.18
M,177.77,94.4
M,163.67,75.52
M,164.6,84.03
M,176.68,89.44
M,172.73,87.96
M,179.05,92.21
M,188.1,94.22
M,182.41,89.72
M,170.87,82.96
M,171.68,79.12
M,158.23,67.81
M,182.77,97.59
M,173.77,81.57
M,176.7,92.18
M,180.57,82.91
M,183.21,98.08
M,184.25,96.94
M,164.41,73.46
M,180.24,96.27
M,179.66,89.73
M,168.53,78.0
M,179.52,92.2
M,169.81,74.71
M,178.24,87.38
M,181.9,94.65
M,178.42,89.9
M,172.33,76.23
M,183.1,95.04
M,174.97,79.83
M,177.13,89.0
M,176.1,88.37
M,174.14,81.05
M,174.32,87.6
M,188.2,98.75
M,183.84,98.4
M,173.77,86.24
M,174.27,82.21
M,165.24,78.67
M,191.95,98.48
M,178.67,90.33
M,186.5,99.89
M,186.13,94.91
M,165.99,78.28
M,189.7,101.89
M,175.15,94.23
M,177.11,86.73
M,170.02,79.81
M,187.95,96.78
M,179.16,82.49
M,184.84,95.55
M,176.87,86.03
M,177.17,92.62
M,169.32,83.68
M,174.94,90.72
M,172.47,77.5
M,182.81,95.96
M,191.68,98.87
M,161.71,72.63
M,175.53,83.87
M,180.47,88.0
M,192.27,113.2
M,180.7,86.84
M,177.6,89.48
M,172.16,82.83
M,172.68,84.23
M,179.73,90.11
M,166.72,78.26
M,187.59,98.83
M,182.35,89.55
M,157.91,67.07
M,164.61,71.67
M,159.41,63.62
M,175.26,86.75
M,177.09,92.63
M,171.6,77.65
M,186.13,91.75
M,177.22,89.81
M,180.05,101.92
M,171.5,85.46
M,180.47,87.08
M,178.76,94.26
M,179.83,88.85
M,176.4,86.39
M,165.33,69.18
M,184.45,93.97
M,175.18,80.65
M,169.01,78.69
M,192.58,104.75
M,183.59,90.19
M,169.81,81.89
M,161.67,72.97
M,173.69,85.63
M,176.87,90.97
M,184.67,92.17
M,187.29,94.42
M,167.47,73.73
M,169.23,72.63
M,173.91,91.21
M,186.59,96.07
M,160.49,67.41
M,172.57,86.79
M,189.76,94.01
M,164.18,78.25
M,180.84,83.3
M,171.19,81.95
M,171.11,77.33
M,179.93,91.36
M,174.03,87.15
M,180.7,96.08
M,170.68,84.25
M,179.62,80.27
M,175.73,91.23
M,186.55,92.19
M,181.99,91.03
M,177.66,82.71
M,189.73,94.97
M,172.38,76.58
M,182.09,85.57
M,183.39,88.58
M,172.97,78.88
M,169.1,74.05
M,178.28,82.25
M,194.2,108.67
M,168.0,75.3
M,167.45,69.38
M,182.49,90.91
M,175.56,89.58
M,186.33,98.61
M,175.39,88.31
M,182.54,92.3
M,182.52,92.73
M,154.43,58.24
M,175.37,82.27
M,173.5,85.65
M,180.32,90.1
M,182.73,90.23
M,177.65,85.01
M,182.66,92.89
M,180.36,88.03
M,183.6,93.41
M,168.34,79.02
M,173.35,83.21
M,183.81,99.06
M,171.44,79.47
M,179.71,93.61
M,182.04,85.91
M,181.67,97.21
M,167.84,79.63
M,179.0,90.88
M,180.21,98.13
M,169.24,72.34
M,165.77,76.09
M,177.1,82.77
M,182.51,96.53
M,170.1,76.84
M,175.85,79.79
M,165.74,79.35
M,184.65,82.25
M,184.95,85.71
M,169.11,80.96
M,158.97,65.61
M,172.13,74.46
M,173.95,79.13
M,172.03,76.87
M,194.61,116.06
M,186.88,101.01
M,171.83,76.14
M,177.18,91.18
M,166.9,77.52
M,174.67,78.46
M,179.58,84.99
M,175.79,83.88
M,189.57,96.65
M,178.7,91.64
M,173.01,76.15
M,180.58,95.63
M,177.76,93.63
M,165.79,71.02
M,171.91,76.94
M,188.13,103.6
M,174.65,78.06
M,175.9,87.28
M,174.77,79.03
M,172.07,81.45
M,181.54,87.51
M,179.46,88.65
M,173.66,85.24
M,181.53,92.8
M,176.22,96.17
M,189.12,95.23
M,183.59,89.23
M,185.61,94.37
M,173.0,79.95
M,171.27,85.91
M,179.89,88.15
M,170.79,80.17
M,180.91,95.13
M,167.12,71.88
M,163.88,77.7
M,171.39,81.78
M,181.25,95.89
M,173.17,86.24
M,171.38,80.91
M,166.77,74.02
M,171.96,70.38
M,158.01,59.35
M,171.31,84.75
M,176.73,88.04
M,177.61,92.93
M,174.91,90.39
M,180.2,87.18
M,181.8,94.27
M,168.92,73.37
M,175.29,86.65
M,172.89,77.59
M,178.87,85.39
M,180.9,91.04
M,178.27,85.52
M,168.86,75.11
M,178.79,81.13
M,174.87,79.33
M,176.7,85.04
M,175.8,91.41
M,182.06,93.62
M,174.01,91.12
M,177.95,102.07
M,180.1,90.43
M,170.47,77.47
M,171.78,79.32
M,180.31,97.43
M,169.87,79.55
M,173.93,84.92
M,168.32,74.23
M,167.07,71.2
M,163.73,72.08
M,167.27,70.29
M,177.55,80.61
M,175.6,89.05
M,179.02,88.07
M,186.71,95.12
M,183.68,88.4
M,187.32,92.53
M,186.79,96.18
M,160.26,70.26
M,183.56,95.09
M,180.64,79.18
M,182.89,93.42
M,169.43,85.92
M,161.47,65.69
M,179.57,84.83
M,192.23,105.28
M,173.13,83.11
M,178.37,86.96
M,181.78,88.33
M,182.01,92.73
M,189.66,94.31
M,169.68,79.08
M,172.78,84.1
M,173.26,76.28
M,183.03,92.5
M,169.43,74.47
M,165.35,82.01
M,173.3,79.25
M,178.51,90.14
M,175.24,75.66
M,184.96,92.06
M,179.03,86.42
M,175.93,78.15
M,167.94,82.11
M,154.86,61.16
M,167.85,76.94
M,176.12,89.99
M,179.82,87.22
M,164.7,73.12
M,169.96,77.06
M,180.84,86.95
M,171.86,78.65
M,173.98,82.64
M,170.54,85.66
M,172.8,80.13
M,180.42,98.65
M,166.69,76.22
M,174.44,80.52
M,183.55,92.72
M,177.31,98.52
M,168.65,77.21
M,171.68,78.93
M,180.57,85.33
M,167.18,78.36
M,174.14,84.55
M,177.09,93.06
M,183.02,93.29
M,171.84,82.04
M,177.2,86.11
M,169.97,79.47
M,182.1,89.23
M,175.35,83.26
M,174.35,92.08
M,173.26,86.45
M,171.34,75.47
M,173.14,87.01
M,180.2,87.77
M,179.54,88.43
M,180.26,96.54
M,189.5,113.37
M,164.97,76.45
M,171.18,78.94
M,179.51,87.8
M,182.13,93.94
M,179.52,93.36
M,179.0,90.43
M,173.8,81.02
M,178.86,85.99
M,182.06,90.81
M,172.48,75.19
M,160.04,68.65
M,169.67,79.37
M,167.68,79.2
M,164.87,75.41
M,174.0,87.99
M,177.86,86.14
M,163.95,67.49
M,184.05,101.3
M,177.71,86.67
M,176.07,78.23
M,176.72,86.89
M,176.97,87.13
M,175.84,80.56
M,163.7,73.76
M,171.33,80.67
M,186.68,97.44
M,180.26,92.72
M,189.73,102.29
M,173.2,86.31
M,177.43,94.31
M,170.68,80.43
M,172.32,87.43
M,180.03,98.99
M,180.96,87.1
M,189.14,99.71
M,176.67,83.35
M,179.34,83.27
M,172.58,83.33
M,183.35,97.92
M,172.9,80.54
M,174.35,79.84
M,174.83,90.87
M,172.77,82.55
M,187.02,97.77
M,171.08,77.64
M,187.56,97.08
M,168.55,77.14
M,183.32,90.12
M,181.38,93.27
M,179.5,89.82
M,167.23,74.84
M,182.29,91.73
M,180.01,91.6
M,177.4,85.59
M,178.84,90.15
M,179.9,78.91
M,169.36,83.21
M,167.61,83.39
M,174.06,77.51
M,173.51,83.82
M,173.39,76.76
M,168.85,89.65
M,163.48,67.79
M,174.68,79.08
M,183.98,90.76
M,180.22,88.13
M,184.17,93.78
M,178.77,89.55
M,183.74,98.3
M,183.02,99.85
M,177.89,79.82
M,175.88,86.01
M,163.5,69.86
M,176.52,85.47
M,164.1,78.16
M,181.39,95.45
M,174.63,79.55
M,171.49,71.63
M,176.38,91.77
M,169.0,79.92
M,172.95,80.95
M,172.77,79.05
M,168.08,75.61
M,179.84,89.03
M,173.26,87.46
M,179.56,90.7
M,182.62,98.0
M,181.05,95.21
M,165.35,74.51
M,168.88,78.63
M,182.94,91.97
M,173.64,81.62
M,177.6,82.43
M,185.9,91.27
M,174.36,78.27
M,177.29,83.59
M,166.17,76.0
M,174.72,79.76
M,168.34,71.84
M,183.86,90.47
M,172.82,79.09
M,182.27,95.96
M,180.14,89.28
M,184.65,100.18
M,180.55,94.16
M,178.03,100.03
M,181.9,95.27
M,192.99,102.73
M,181.1,90.39
M,169.97,72.77
M,180.63,92.08
M,179.32,88.7
M,174.01,83.3
M,162.17,67.08
M,174.8,83.79
M,170.43,84.87
M,168.47,74.28
M,177.87,91.14
M,166.73,77.21
M,170.77,84.49
M,181.09,92.06
M,176.43,92.07
M,175.0,88.97
M,176.83,81.88
M,175.61,85.56
M,174.27,85.16
M,164.65,72.07
M,170.04,77.61
M,175.11,84.27
M,162.64,71.6
M,170.01,68.58
M,177.16,88.56
M,180.58,85.59
M,185.55,99.21
M,188.85,93.45
M,178.27,86.15
M,181.68,96.28
M,174.95,77.95
M,171.9,81.33
M,182.12,96.18
M,174.73,89.67
M,169.38,79.26
M,185.57,88.72
M,186.8,93.49
M,182.44,90.25
M,194.24,111.69
M,180.17,96.73
M,184.0,104.43
M,183.13,96.55
M,173.3,87.3
M,172.11,78.12
M,156.88,61.48
M,174.49,88.5
M,181.55,97.51
M,182.0,93.93
M,182.25,89.87
M,183.29,94.29
M,178.94,83.12
M,173.37,84.21
M,169.68,74.89
M,171.33,72.58
M,177.25,85.31
M,171.32,79.1
M,166.86,76.31
M,156.96,61.64
M,186.97,99.81
M,163.02,77.02
M,176.09,87.67
M,178.83,88.64
M,160.16,71.41
M,171.97,77.17
M,196.71,105.53
M,176.97,80.56
M,180.78,84.01
M,172.65,83.93
M,175.16,83.47
M,190.15,102.19
M,166.97,67.2
M,171.31,73.87
M,167.44,79.57
M,171.86,78.05
M,177.0,82.53
M,181.16,87.52
M,181.25,88.88
M,165.82,74.37
M,181.72,92.44
M,170.34,80.97
M,162.31,63.7
M,180.76,88.03
M,173.48,82.66
M,174.73,81.23
M,152.35,51.21
M,173.64,85.63
M,173.38,77.72
M,190.53,100.45
M,173.85,90.44
M,165.06,72.17
M,179.62,94.88
M,189.05,103.59
M,158.17,69.98
M,169.94,74.55
M,178.28,88.78
M,180.54,83.34
M,193.34,109.15
M,181.04,93.07
M,176.13,89.46
M,172.84,80.34
M,176.01,78.18
M,186.67,99.19
M,168.46,75.85
M,182.56,95.86
M,170.96,78.05
M,174.95,82.69
M,179.8,88.31
M,177.76,87.16
M,171.85,77.88
M,175.67,86.57
M,175.8,93.3
M,172.72,80.56
M,168.56,69.55
M,171.89,79.25
M,172.17,89.95
M,169.83,85.92
M,180.0,90.56
M,183.5,92.25
M,171.72,81.76
M,177.03,89.38
M,172.88,85.45
M,160.32,72.92
M,179.08,84.88
M,188.72,103.92
M,168.96,75.79
M,178.98,82.92
M,171.84,82.77
M,173.54,83.11
M,191.85,103.4
M,166.31,74.61
M,181.27,97.52
M,183.32,92.52
M,171.24,75.54
M,161.81,69.21
M,183.11,95.31
M,166.4,78.55
M,162.59,68.55
M,169.32,82.89
M,184.43,98.24
M,170.2,89.72
M,176.95,87.34
M,165.3,79.26
M,175.81,85.82
M,170.81,85.28
M,178.35,87.49
M,170.61,84.82
M,176.37,88.65
M,179.56,83.89
M,165.25,68.3
M,173.66,85.47
M,168.7,87.82
M,180.64,91.92
M,178.9,84.62
M,172.09,85.49
M,174.81,89.64
M,184.57,99.74
M,200.66,122.47
M,170.63,80.04
M,169.51,75.41
M,170.3,72.65
M,187.99,103.39
M,165.59,70.19
M,171.52,75.85
M,172.13,77.25
M,176.17,80.62
M,176.37,80.91
M,165.05,68.5
M,172.82,79.58
M,183.81,88.46
M,178.14,92.07
M,172.71,69.23
M,170.28,85.55
M,185.84,96.85
M,179.26,88.36
M,175.66,80.62
M,187.93,98.69
M,176.39,90.19
M,176.45,83.14
M,181.69,98.98
M,183.6,94.14
M,172.15,78.97
M,172.21,82.64
M,180.43,97.29
M,173.72,76.95
M,174.69,86.85
M,180.93,91.07
M,171.32,79.25
M,169.82,76.83
M,168.11,77.82
M,169.86,76.41
M,174.22,81.16
M,162.51,71.76
M,168.87,76.94
M,167.31,76.1
M,175.8,85.71
M,186.75,96.56
M,165.61,66.84
M,178.65,97.17
M,177.2,88.91
M,179.53,90.5
M,172.51,83.25
M,182.58,96.1
M,180.66,79.61
M,170.38,82.34
M,172.78,77.01
M,172.64,88.43
M,169.87,84.77
M,178.79,93.85
M,186.86,99.52
M,167.15,70.25
M,179.24,81.86
M,172.94,84.96
M,196.76,114.56
M,183.88,94.99
M,166.21,80.94
M,167.41,76.3
M,192.09,109.41
M,176.89,88.47
M,177.11,93.09
M,175.29,80.55
M,175.29,94.59
M,174.49,83.56
M,178.85,83.99
M,172.44,76.77
M,181.67,88.12
M,172.31,75.36
M,178.55,85.84
M,179.9,89.78
M,175.66,86.5
M,188.34,95.82
M,176.26,87.41
M,184.4,93.03
M,176.1,81.81
M,163.22,73.17
M,158.54,73.73
M,168.22,71.07
M,163.16,61.31
M,183.1,95.54
M,178.43,92.04
M,167.2,76.4
M,191.03,103.23
M,186.6,101.18
M,169.24,79.33
M,170.6,87.72
M,172.7,85.33
M,162.88,69.33
M,178.25,85.82
M,176.59,78.92
M,181.89,92.76
M,173.43,82.65
M,189.39,95.57
M,184.49,94.38
M,185.44,91.51
M,182.78,94.72
M,175.98,86.15
M,171.1,80.46
M,170.91,81.2
M,178.04,75.89
M,163.42,79.69
M,177.47,88.78
M,162.54,70.29
M,169.4,84.08
M,183.99,91.45
M,176.98,96.03
M,171.81,75.42
M,173.77,85.73
M,183.11,90.92
M,178.42,87.55
M,181.28,93.23
M,180.6,91.56
M,176.21,89.01
M,178.15,87.45
M,170.9,79.37
M,179.69,91.23
M,168.57,75.48
M,170.75,80.43
M,173.4,78.05
M,173.15,81.07
M,171.89,83.34
M,168.85,76.61
M,194.49,104.26
M,175.17,85.06
M,184.01,89.19
M,172.83,92.15
M,169.46,82.48
M,179.51,84.26
M,181.54,86.43
M,181.82,94.31
M,171.25,82.15
M,176.62,91.03
M,179.74,85.64
M,171.71,67.84
M,180.95,93.16
M,176.74,97.34
M,186.35,98.29
M,186.69,101.34
M,176.3,84.86
M,182.34,100.56
M,171.7,76.58
M,171.88,81.28
M,174.22,82.59
M,181.24,94.5
M,172.56,94.2
M,171.29,78.58
M,177.79,96.19
M,174.03,85.23
M,169.4,72.0
M,173.94,84.26
M,187.93,90.98
M,186.27,101.09
M,184.3,94.65
M,171.89,87.81
M,177.64,92.62
M,165.93,73.96
M,173.14,89.44
M,175.93,93.77
M,177.88,89.67
M,175.33,79.14
M,175.62,79.76
M,169.63,80.11
M,176.41,88.37
M,181.5,95.11
M,178.69,85.19
M,183.1,99.47
M,175.9,79.95
M,169.42,74.41
M,172.91,80.28
M,161.07,70.82
M,171.27,80.34
M,179.09,86.8
M,174.41,83.58
M,170.5,77.13
M,176.57,79.02
M,152.24,64.17
M,172.78,72.61
M,171.77,87.89
M,176.96,98.31
M,171.07,85.99
M,170.79,82.4
M,181.3,93.38
M,174.5,84.74
M,161.03,69.01
M,183.44,89.99
M,177.63,84.27
M,163.8,75.62
M,181.82,87.42
M,177.07,91.24
M,177.72,85.62
M,183.53,85.1
M,182.36,92.65
M,170.09,86.35
M,173.4,89.29
M,170.27,79.58
M,166.98,80.79
M,175.57,81.21
M,180.75,92.21
M,173.25,79.07
M,176.46,93.78
M,173.09,82.22
M,161.19,75.18
M,171.48,79.87
M,167.48,72.8
M,182.61,92.18
M,164.6,75.12
M,182.19,92.36
M,166.89,78.5
M,185.06,98.01
M,178.37,84.34
M,166.53,73.72
M,171.44,81.1
M,164.65,75.65
M,176.78,78.89
M,171.89,82.56
M,182.64,96.56
M,168.79,79.34
M,172.99,84.63
M,165.3,74.99
M,185.6,93.8
M,169.31,78.44
M,170.01,83.05
M,176.82,83.55
M,175.53,83.19
M,166.33,79.17
M,164.39,68.32
M,175.34,83.39
M,159.89,69.88
M,172.73,84.54
M,171.51,81.67
M,165.59,70.89
M,177.22,77.0
M,190.2,107.21
M,171.89,77.03
M,179.04,85.64
M,163.79,72.29
M,188.97,96.45
M,165.34,75.23
M,181.38,85.82
M,181.99,83.91
M,170.19,86.44
M,176.14,82.49
M,174.08,82.23
M,184.42,100.32
M,173.32,84.71
M,180.69,86.78
M,173.54,83.27
M,179.26,96.64
M,175.34,83.34
M,173.4,84.5
M,180.77,90.88
M,178.62,90.27
M,157.76,66.12
M,175.65,81.08
M,163.21,71.68
M,176.55,87.36
M,186.91,97.87
M,186.45,94.92
M,168.06,79.01
M,182.53,90.0
M,174.21,84.95
M,169.22,75.58
M,178.53,87.43
M,178.82,86.56
M,186.66,95.24
M,163.47,79.42
M,172.16,82.63
M,182.48,91.7
M,175.05,87.38
M,172.86,79.95
M,161.98,73.03
M,169.9,86.68
M,174.71,85.11
M,172.22,71.83
M,160.71,64.98
M,171.14,84.68
M,162.72,75.61
M,188.05,98.8
M,181.15,90.15
M,178.84,93.6
M,176.68,85.05
M,158.36,63.14
M,181.24,94.94
M,180.01,90.5
M,161.94,70.97
M,169.38,81.33
M,170.32,77.03
M,184.76,86.31
M,161.22,64.0
M,180.77,83.94
M,163.74,71.36
M,168.68,80.35
M,170.7,76.65
M,180.98,93.15
M,168.88,77.56
M,182.18,91.75
M,172.67,83.63
M,171.66,82.03
M,172.81,73.54
M,165.01,74.88
M,174.1,84.97
M,172.6,81.06
M,195.09,103.07
M,167.04,74.04
M,178.73,84.05
M,173.51,84.42
M,176.5,85.21
M,181.6,87.49
M,155.52,69.64
M,177.86,89.47
M,193.02,104.94
M,166.98,66.22
M,171.1,90.22
M,178.82,92.32
M,168.62,73.49
M,172.36,86.96
M,192.26,106.66
M,156.11,61.47
M,150.83,61.87
M,168.64,84.4
M,180.57,89.83
M,176.72,87.3
M,170.91,82.79
M,187.0,102.19
M,178.96,85.06
M,165.44,62.89
M,173.63,80.02
M,164.71,71.54
M,180.74,87.25
M,159.55,69.63
M,166.65,69.36
M,185.33,91.91
M,167.75,77.47
M,178.67,93.55
M,164.95,60.56
M,167.32,79.15
M,164.12,69.53
M,170.14,78.77
M,177.85,89.02
M,165.37,67.63
M,170.84,82.41
M,182.83,86.64
M,173.98,87.24
M,180.21,91.65
M,164.29,72.93
M,175.46,79.1
M,170.3,78.84
M,170.52,80.73
M,177.15,90.67
M,174.99,81.96
M,178.44,85.85
M,158.26,67.79
M,178.97,83.93
M,161.84,63.24
M,186.59,90.66
M,181.99,90.28
M,178.16,82.93
M,169.27,70.65
M,179.71,89.74
M,173.11,87.62
M,175.14,80.87
M,180.65,87.91
M,174.87,80.86
M,181.19,83.7
M,188.82,94.91
M,176.1,81.17
M,180.61,93.55
M,181.62,93.39
M,181.81,90.9
M,178.68,88.15
M,168.66,75.28
M,189.28,91.61
M,183.46,93.54
M,185.69,94.0
M,176.68,82.25
M,184.55,100.65
M,166.89,72.67
M,172.75,79.39
M,178.28,87.48
M,179.93,96.95
M,167.82,81.51
M,169.06,70.14
M,189.28,98.22
M,161.88,73.58
M,177.54,84.85
M,192.66,103.09
M,173.71,84.11
M,180.36,94.14
M,173.39,83.91
M,183.88,97.83
M,170.6,71.88
M,176.22,88.22
M,173.9,82.96
M,173.82,88.95
M,175.23,81.81
M,179.37,84.12
M,165.2,77.4
M,185.48,93.12
M,174.55,82.76
M,175.07,90.75
M,190.87,100.39
M,160.41,54.09
M,163.82,77.04
M,175.69,82.47
M,170.48,80.86
M,164.02,80.16
M,177.75,87.87
M,170.92,70.18
M,171.65,76.01
M,177.88,90.13
M,170.91,90.27
M,172.0,79.45
M,180.98,89.05
M,180.29,86.7
M,169.67,78.57
M,168.61,78.36
M,186.72,95.44
M,176.21,83.43
M,174.55,78.88
M,181.71,94.03
M,185.6,94.19
M,176.54,84.99
M,170.86,86.35
M,175.3,90.13
M,185.14,100.2
M,179.61,91.66
M,175.17,82.34
M,179.0,90.98
M,175.28,86.55
M,168.77,73.91
M,174.94,80.35
M,173.79,81.76
M,188.58,105.34
M,175.44,90.16
M,186.44,94.45
M,178.5,84.24
M,188.83,95.31
M,171.97,89.33
M,168.79,73.85
M,175.4,92.65
M,172.81,78.22
M,174.66,94.93
M,180.07,91.36
M,180.0,91.41
M,175.83,76.09
M,173.84,86.55
M,173.36,81.31
M,183.46,92.26
M,179.95,89.04
M,174.72,85.25
M,174.94,76.37
M,169.53,77.41
M,156.66,65.66
M,160.86,62.66
M,164.88,67.54
M,185.33,92.62
M,177.99,93.16
M,167.68,76.7
M,169.38,79.19
M,158.5,65.57
M,176.75,88.22
M,185.64,104.64
M,179.45,87.78
M,183.83,90.44
M,175.93,80.9
M,168.16,76.04
M,164.09,68.01
M,173.66,74.8
M,174.98,87.29
M,165.24,79.09
M,181.7,93.99
M,185.57,88.93
M,165.95,69.91
M,177.29,82.29
M,182.62,92.29
M,177.53,88.24
M,175.92,89.55
M,174.17,87.37
M,188.35,96.29
M,171.46,85.73
M,184.9,98.5
M,175.03,83.74
M,174.55,88.76
M,173.51,77.01
M,155.13,55.65
M,176.72,75.2
M,180.76,90.13
M,182.29,82.59
M,173.13,77.33
M,164.82,71.33
M,168.84,80.11
M,170.62,74.86
M,158.91,74.41
M,177.93,80.1
M,176.09,80.45
M,166.62,66.38
M,175.46,85.39
M,164.78,73.62
M,179.59,92.04
M,161.91,66.3
M,167.91,77.23
M,163.99,74.79
M,182.86,85.53
M,185.61,92.45
M,167.73,72.66
M,179.84,87.07
M,165.62,80.31
M,168.26,73.34
M,167.63,83.22
M,171.49,71.72
M,168.42,73.71
M,153.08,57.36
M,174.49,77.63
M,169.5,82.32
M,170.87,84.04
M,169.06,74.83
M,171.49,78.71
M,175.64,82.9
M,176.32,88.15
M,181.91,94.5
M,178.59,89.25
M,173.72,89.72
M,172.16,86.86
M,179.04,78.95
M,189.76,97.63
M,170.47,84.86
M,171.75,88.23
M,175.44,87.74
M,176.43,85.24
M,166.42,80.87
M,181.52,79.08
M,171.26,80.05
M,184.02,96.78
M,183.1,87.46
M,181.18,88.18
M,175.97,78.6
M,179.75,85.6
M,166.14,65.05
M,159.48,62.29
M,173.43,83.2
M,167.92,82.95
M,175.39,86.87
M,180.88,89.83
M,171.69,78.85
M,166.14,76.04
M,181.03,94.85
M,183.98,92.79
M,179.98,90.7
M,178.24,87.25
M,183.19,91.13
M,177.91,91.42
M,178.43,85.12
M,176.38,83.66
M,173.86,87.01
M,184.63,88.11
M,178.23,94.25
M,186.52,99.2
M,177.53,90.77
M,185.88,101.33
M,173.76,83.53
M,178.1,95.24
M,174.19,89.1
M,164.02,72.65
M,164.88,72.21
M,176.92,86.01
M,176.74,90.39
M,177.89,82.25
M,170.62,81.05
M,179.48,85.79
M,172.72,82.17
M,175.59,81.2
M,172.85,78.56
M,169.51,87.87
M,178.92,88.41
M,176.28,86.16
M,177.67,85.42
M,174.61,85.62
M,165.66,70.37
M,171.46,78.01
M,164.71,70.05
M,175.53,86.7
M,175.15,82.64
M,166.5,79.79
M,167.01,76.05
M,171.61,70.84
M,164.66,66.66
M,168.1,70.98
M,180.78,87.87
M,179.02,97.74
M,172.67,81.38
M,183.67,92.19
M,190.03,105.33
M,188.0,94.22
M,178.4,83.59
M,174.06,78.25
M,166.08,71.15
M,170.92,84.3
M,167.37,79.5
M,188.26,98.59
M,173.96,87.87
M,181.5,81.39
M,175.88,79.49
M,166.35,77.48
M,169.71,80.21
M,182.37,93.4
M,172.91,77.88
M,178.34,84.24
M,195.18,96.04
M,161.86,75.29
M,160.59,78.03
M,170.62,71.84
M,175.13,82.46
M,178.86,98.07
M,178.05,80.14
M,173.29,84.46
M,165.28,79.25
M,164.15,61.64
M,173.67,86.6
M,167.03,74.43
M,182.75,94.44
M,169.43,78.91
M,173.43,83.83
M,185.36,99.14
M,173.05,79.39
M,174.25,84.81
M,166.42,72.55
M,181.43,93.31
M,188.32,99.36
M,166.62,74.95
M,185.51,89.2
M,180.49,85.88
M,166.78,77.09
M,176.71,82.95
M,191.16,103.16
M,182.65,92.55
M,186.8,97.23
M,166.09,80.94
M,172.45,80.82
M,172.52,81.31
M,169.31,83.09
M,185.88,94.73
M,178.12,87.13
M,184.74,96.93
M,175.18,79.63
M,176.47,83.06
M,157.94,69.31
M,172.84,82.9
M,166.61,77.67
M,178.64,84.18
M,184.16,92.82
M,180.73,86.57
M,172.73,88.34
M,185.37,91.71
M,172.0,82.72
M,174.05,85.3
M,168.53,77.88
M,173.18,78.46
M,182.57,95.73
M,182.28,91.08
M,180.73,95.28
M,167.88,79.67
M,179.87,84.64
M,181.11,93.52
M,177.31,84.67
M,166.43,79.64
M,174.14,86.68
M,183.56,95.92
M,161.49,64.49
M,180.45,93.37
M,166.82,74.0
M,165.63,68.89
M,164.69,64.74
M,177.71,84.57
M,171.14,77.11
M,160.61,74.62
M,178.75,81.78
M,181.89,87.58
M,170.4,80.02
M,162.49,72.6
M,171.64,81.84
M,165.59,84.07
M,182.33,93.06
M,183.13,93.54
M,183.83,95.34
M,185.67,97.85
M,177.57,82.37
M,163.98,73.43
M,178.68,89.67
M,174.09,81.45
M,172.19,84.42
M,184.48,87.24
M,170.68,81.29
M,192.91,107.76
M,162.45,69.24
M,175.29,89.05
M,165.01,78.26
M,183.02,91.78
M,170.12,87.92
M,178.51,84.79
M,170.67,81.52
M,167.39,76.03
M,187.19,105.56
M,172.66,77.89
M,166.7,81.65
M,167.19,74.2
M,182.16,86.63
M,186.7,93.2
M,162.64,66.85
M,173.43,90.54
M,188.82,99.97
M,177.32,93.57
M,181.4,94.9
M,186.16,103.67
M,183.1,93.16
M,162.34,76.13
M,183.51,87.78
M,179.32,85.48
M,180.0,97.51
M,182.77,90.0
M,173.11,80.82
M,175.08,85.99
M,168.4,81.74
M,165.79,68.01
M,173.95,82.05
M,166.73,77.16
M,174.93,81.11
M,173.89,82.27
M,176.08,88.15
M,178.98,92.2
M,184.57,99.38
M,176.12,82.51
M,174.17,84.36
M,181.91,91.48
M,175.02,79.58
M,184.57,85.46
M,181.31,98.6
M,178.51,95.97
M,179.6,89.39
M,174.04,84.7
M,156.82,63.51
M,174.68,85.07
M,186.86,93.15
M,169.06,81.29
M,178.59,94.57
M,184.31,96.06
M,187.17,103.62
M,173.08,77.47
M,173.88,84.46
M,187.55,104.03
M,169.34,80.23
M,188.98,109.29
M,172.13,78.32
M,162.74,70.46
M,169.25,77.28
M,176.23,88.34
M,177.81,86.22
M,189.47,103.02
M,173.89,79.66
M,176.74,84.84
M,170.3,83.04
M,180.91,88.42
M,170.37,75.88
M,185.72,94.61
M,168.82,77.1
M,172.18,74.54
M,178.69,88.89
M,180.66,93.28
M,183.64,96.19
M,175.15,87.92
M,170.54,74.91
M,177.72,86.11
M,174.17,85.79
M,172.96,77.08
M,192.75,101.67
M,182.86,95.72
M,173.88,84.16
M,184.07,94.48
M,172.05,75.46
M,177.89,79.07
M,183.37,98.07
M,176.77,85.21
